person_ID,trip_count,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,choice,shop_trip,leis_trip,dist_fac,tt_w,tt_b,tt_c,tc_c,acc_c,acc_time_4,tt_pt,tc_pt,acc_pt,trns_pt,freq_pt,distance_3,tt_ivt_3,tc_c_3,tt_ivt_1,tt_ivt_2,tt_ivt_4,tc_pt_4,wait_4,trns_4,freq_sof,Q1.1,Q1.2,Q1.3,Q1.4,Q1.6,Q1.16.1,Q1.10,Q2.2,hh_income_cat,hh_income,Q2.5_1,Q2.5_2,Q2.5_4,Q2.5_5,Q2.6_1,Q2.6_2,Q2.7,p_income,Q3.7,Q3.8,Q3.9
P019783,27,0,0,0,0,0,1,1,1,7,1,0,19.9845,,,,,,31.23333333,,,,,,22.868,22.08333333,5.3,199.4333333,59.56666667,42,21.8,24.1,2,30,42,2,3,5,1,3,1,4,7,13000,2,3,0,4,2,1,2,9500,2,1,1
E170167,27,0,0,1,1,0,0,0,0,3,0,0,32.3745,,,38,13.9,9,11.31666667,36,13.5,8,1,15,46.087,47.88333333,11.1,340.1166667,91.66666667,31,10.8,9.833333333,1,20,24,3,3,4,1,3,2,2,9,18000,1,0,0,2,2,1,3,7000,1,2,2
B153939,27,0,0,1,1,0,0,0,0,3,0,1,328.012,,,275,109.4,6,14.83333333,275,137,11,2,30,336.482,216.9166667,87.5,3483.6,1041.233333,229,109.6,22.23333333,4,30,27,3,6,4,1,3,2,4,4,7000,1,0,0,1,2,1,3,4000,1,1,2
D1034422,27,0,1,1,1,0,0,0,0,3,1,0,7.6985,,27,13,1.6,6,11.51666667,6,3.4,8,0,10,7.456,10.45,1.8,90.7,26.05,8,3.7,3.483333333,1,15,29,2,5,4,1,1,2,1,6,11000,2,0,0,0,2,1,3,7000,1,2,1
L009696,27,1,1,1,1,0,0,0,0,3,1,0,2.59125,25,7,7,0.8,4,18.83333333,5,2.6,23,0,30,2.243,5.6,0.5,25.96666667,7.383333333,6,2.1,0.016666667,0,30,60,3,2,5,1,4,2,1,6,11000,2,0,0,2,2,1,2,7000,1,2,1
X1834579,27,0,1,1,1,0,0,0,0,3,0,0,12.1005,,41,12,2.9,9,39.61666667,19,7.3,24,1,90,10.524,12.51666667,2.1,127.7666667,39.15,21,8.8,14.61666667,2,60,51,2,5,5,1,1,2,1,6,11000,3,0,0,5,2,1,2,9500,2,2,2
H213112,27,0,0,1,1,0,0,0,0,3,0,1,30.99775,,,25,12.2,6,43.4,22,31,24,3,10,30.467,30.9,7,360.2333333,96.85,28,29.8,10.23333333,2,15,30,2,5,4,1,3,1,1,8,15000,4,2,0,2,2,1,3,7000,1,2,1
M912354,27,0,0,0,0,0,0,1,1,8,0,0,24.0445,,,,,,25.35,,,,,,27.238,24.83333333,12.8,261.0666667,81.26666667,26,3.7,6.216666667,1,15,44,2,4,4,1,1,1,1,8,15000,2,0,0,2,2,1,2,13000,1,1,1
B050274,27,0,1,1,1,0,0,0,0,3,1,0,6.747,,23,13,2.8,7,9.083333333,32,3.3,7,0,10,6.272,16.21666667,2.2,77.31666667,21.93333333,26.5,4.4,3.366666667,1,4,22,3,5,4,1,4,2,2,5,9000,1,1,0,2,2,1,3,4000,1,2,2
M1376308,27,0,0,1,1,0,0,0,0,3,0,0,27.66375,,,36,15.9,6,14.75,54,14.5,11,2,7,30.191,34.23333333,10.6,287.3333333,103.5333333,44.8,16,5.316666667,1,12,45,2,5,6,1,3,1,1,4,7000,1,0,0,2,2,1,3,4000,1,2,2
V486886,27,0,1,1,1,0,0,0,0,3,1,0,11.7125,,24,13,2.8,9,11.15,29,2.1,8,1,10,8.124,9.35,3.8,92.86666667,25.3,35,2.8,13.53333333,2,20,49,3,5,5,1,3,2,1,4,7000,1,1,0,3,2,1,2,4000,1,1,1
K1134757,27,0,1,1,1,0,0,0,0,3,0,0,10.593,,34,19,4.6,6,14.13333333,18,6.5,10,0,7,10.75,13.13333333,2.6,126.8166667,33.96666667,20,7.8,1,1,8,38,2,10,4,1,1,2,1,5,9000,2,0,0,2,2,1,2,9500,2,2,2
N420359,26,0,1,0,1,0,0,0,0,4,0,1,9.27975,,38,,,,6.666666667,12,1.5,5,2,10,9.272,12.93333333,2.5,107.6166667,37.96666667,9.9,2,6.616666667,1,15,22,2,5,4,2,1,2,2,4,7000,1,0,0,3,2,1,2,750,1,2,2
B054526,26,0,0,1,1,0,0,0,0,3,1,0,33.7295,,,41,10.6,6,13.61666667,43,9,12,3,10,36.512,31.93333333,8.8,372.7833333,102.85,43,13.2,11.26666667,2,20,47,3,1,4,1,3,2,2,3,5000,1,0,0,1,2,1,3,4000,1,1,1
B1694739,27,0,1,1,1,0,0,0,0,2,0,1,16.489,,41,24,3.4,3,9.566666667,33,2.6,7,2,10,11.603,15.65,2.3,127.8166667,39.45,30,3.8,7.883333333,1,20,55,3,11,5,1,3,1,1,5,9000,1,0,0,4,2,1,2,4000,1,2,1
E092273,27,0,1,0,1,0,0,0,0,2,0,1,6.64775,,25,,,,3.6,18,4.4,4,0,3,7.114,16.63333333,1.4,75.65,24.65,22.4,4.4,0.016666667,0,7,29,3,1,4,1,3,2,4,5,9000,1,0,0,1,1,2,3,4000,1,2,2
N1850547,27,0,0,0,0,0,1,1,1,7,0,0,6.60925,,,,,,2.716666667,,,,,,6.214,8.983333333,2.1,82.48333333,16.25,19,2.7,3,2,30,30,2,1,4,1,3,1,1,7,13000,3,2,0,1,2,1,2,7000,1,2,2
E371897,27,1,1,0,1,0,0,0,0,4,1,0,0.8,10,5,,,,3.683333333,4,0.8,3,0,10,0.713,2.283333333,0.2,9.333333333,2.5,1,0.1,0.8,0,7,61,3,3,1,1,3,2,4,9,18000,0,0,0,1,1,1,3,13000,2,1,1
W523132,26,0,0,0,0,0,1,1,1,7,1,0,5.73575,,,,,,11.3,,,,,,5.652,8.333333333,1.3,68.66666667,20.31666667,16,3.7,1.216666667,0,10,64,2,1,5,1,3,1,1,5,9000,2,1,0,2,2,1,2,7000,2,1,1
E253378,26,0,0,0,0,1,1,0,1,6,0,1,5.11825,,,,,,9.4,,,,,,5.872,14.31666667,1.5,56.58333333,14.98333333,13,0.6,0,0,5,52,2,2,5,1,3,2,4,5,9000,1,0,0,3,2,1,2,7000,1,1,1
A403924,27,0,1,1,1,0,0,0,0,4,0,0,8.74775,,28,16,2.7,9,4.15,31,4.1,5,0,3,9.713,10.35,1.9,99.78333333,27.78333333,28,6.6,1.016666667,1,5,24,3,6,4,1,3,1,4,4,7000,2,0,0,2,2,2,3,750,1,2,1
F1821797,25,1,1,0,1,0,0,0,0,4,0,1,177.6065,38,17,,,,15.2,6,2,8,0,20,161.062,150.6833333,32.2,2437,679.65,161,22,24.15,2,30,26,2,11,4,1,3,2,2,5,9000,1,0,1,2,2,1,2,2000,1,2,1
U092803,27,0,0,1,1,0,0,0,0,3,0,0,30.18275,,,40,10.3,3,19.43333333,28,13.6,14,1,15,29.046,27.18333333,13.7,369.3,94.31666667,35,13.6,11.16666667,1,20,22,2,3,4,1,3,2,1,3,5000,1,0,0,0,1,1,3,7000,1,2,2
P125902,27,0,0,1,1,0,0,0,0,3,0,1,54.237,,,48,35.2,3,8.766666667,63,15.4,8,3,90,65.859,48.9,31,536.4,148.1166667,86,17.8,14.81666667,3,60,61,2,3,3,1,3,1,4,7,13000,2,0,1,2,2,1,3,13000,2,1,1
S087727,27,0,0,0,0,0,0,1,1,7,0,1,17.9545,,,,,,7.016666667,,,,,,17.628,22.21666667,8.3,227.5333333,72.48333333,30,3.8,0,0,60,38,2,11,5,1,4,1,1,9,18000,2,0,0,5,2,1,2,13000,2,1,2
J086306,26,1,1,1,1,0,0,0,0,2,0,1,3.28975,32,7,6,1.4,3,6.583333333,5,3,6,0,20,3.552,6.183333333,1.2,34.18333333,7.833333333,6,2.6,0.033333333,0,20,41,2,5,5,1,3,2,1,4,7000,1,0,0,5,2,1,2,7000,1,1,1
M672592,27,0,0,1,1,0,0,0,0,3,0,0,36.34375,,,22,11.2,9,4.133333333,38,11.2,3,3,30,37.504,25.83333333,9,416.55,102.2,38,9,12.25,3,30,62,3,5,5,1,3,1,1,4,7000,2,0,0,0,2,1,2,750,1,2,1
U194686,27,0,1,1,1,0,0,0,0,3,1,0,9.5105,,30,18,2.9,9,10.55,15,3.3,12,0,20,9.135,14.68333333,2.4,109.3666667,30.45,11,4.8,0.016666667,0,30,24,3,5,4,1,3,2,1,4,7000,3,0,0,1,2,1,3,2000,2,2,1
S032497,27,0,0,1,1,0,0,0,0,3,0,1,35.97825,,,28,6.7,6,2.883333333,54,6.5,4,2,30,33.491,29,6.7,372.8666667,104.5166667,58.9,6.5,42.16666667,4,60,53,2,5,1,1,3,2,1,9,18000,2,0,0,1,2,2,3,7000,1,2,2
E091488,27,0,0,0,0,0,1,0,1,6,0,0,9.09025,,,,,,31.4,,,,,,8.271,14.78333333,3.9,100.4833333,30.86666667,14,10.8,0.016666667,1,20,31,3,11,4,1,3,2,1,7,13000,1,0,0,3,2,1,2,7000,1,2,2
Z1053122,27,0,0,1,1,0,0,0,0,3,0,1,30.8115,,,27,10.1,9,18.91666667,45,18.8,17,1,20,28.832,27,5.8,332.8666667,100.8166667,49,22.6,7.333333333,2,15,39,3,6,3,1,1,1,4,6,11000,1,0,0,4,2,1,2,7000,1,1,1
E136703,27,1,1,1,1,0,0,0,0,3,1,0,4.33125,50,13,6,1.8,3,23.61666667,4,3.6,20,1,90,4.848,8.783333333,1,48.05,12.03333333,3,4.3,0.65,0,60,60,3,3,5,1,3,2,1,3,5000,1,0,1,0,2,1,3,4000,1,2,2
T113078,27,0,0,1,1,0,0,0,0,3,0,0,29.60575,,,36,6.1,9,18.41666667,31,6.7,20,1,15,31.092,28.1,8.1,339.15,102.9833333,31,8.9,5.416666667,1,15,59,2,7,5,1,3,1,1,7,13000,1,0,0,2,2,1,3,9500,2,1,1
S487483,27,0,0,0,0,1,0,1,1,7,0,1,4.77025,,,,,,1.416666667,,,,,,4.888,7.066666667,1.3,57.15,15.36666667,10.5,4.5,2.933333333,1,20,31,3,3,4,1,3,2,2,4,7000,1,0,0,0,2,2,3,4000,1,2,2
K1707738,26,0,1,1,1,0,0,0,0,3,1,0,7.01425,,18,13,2.7,6,7.35,27,4.2,5,0,15,5.718,10.4,2.7,64.71666667,17.81666667,24.8,3.4,11.01666667,1,20,47,2,11,5,1,3,2,4,7,13000,1,0,0,5,2,1,2,13000,1,1,1
C119759,27,0,0,0,0,1,1,0,1,5,1,0,1.59625,,,,,,1.2,,,,,,1.791,5.383333333,0.5,19.36666667,4.15,7,2.8,0.016666667,0,5,32,3,1,4,1,3,2,3,4,7000,1,0,0,2,2,1,3,7000,1,2,2
D1736156,27,0,0,0,0,1,1,1,1,5,0,1,2.912,,,,,,16,,,,,,2.873,6.3,0.7,33.3,10.23333333,3.3,4,0.016666667,0,12,43,2,5,5,1,3,1,1,4,7000,1,0,1,5,2,1,3,7000,1,1,1
O1816065,27,0,0,0,0,1,1,0,1,6,0,0,0.4385,,,,,,1.333333333,,,,,,0.407,1.666666667,0.1,5.4,1.566666667,1,2,0.016666667,0,7,53,3,5,5,1,3,2,4,6,11000,1,0,0,5,2,1,2,2000,1,2,2
T514142,27,0,0,0,0,1,1,1,1,7,0,1,2.329,,,,,,4.216666667,,,,,,2.526,5.916666667,0.5,24.88333333,8.45,7,0.3,3.066666667,1,15,27,3,3,4,1,3,2,1,6,11000,1,0,0,1,2,1,3,7000,2,1,1
I361191,27,0,0,1,1,0,0,0,0,4,0,0,63.92425,,,64,14,3,12.88333333,53,15.9,14,2,15,58.281,42.63333333,11.7,731.3,213.5833333,72.5,17.5,57.28333333,4,15,36,2,11,5,1,3,2,1,8,15000,1,0,0,3,2,1,2,7000,1,2,2
G1581999,27,1,1,0,1,0,0,0,0,2,0,0,4.54775,49,16,,,,8.416666667,11,3.3,9,0,10,4.751,12.83333333,1.3,48.55,16.11666667,13.4,4.4,2.033333333,1,3,23,3,6,1,2,1,2,3,3,5000,0,0,0,2,1,1,3,2000,1,2,1
R463787,27,0,0,1,1,0,0,0,0,3,1,0,5.70125,,,9,1.6,9,9.616666667,16,6,10,1,15,5.819,11.26666667,1.5,62.31666667,16.15,13,7.2,1.033333333,1,10,45,2,7,4,1,3,1,4,5,9000,1,0,0,0,2,1,3,9500,1,1,1
D813617,27,0,0,1,1,0,0,0,0,3,1,0,21.9475,,,34,1.7,9,5.5,19,8.6,5,2,40,25.513,28.28333333,1.2,227.5333333,86.8,24,8.3,5.416666667,1,30,49,3,5,4,1,2,2,1,5,9000,1,0,0,2,2,1,3,7000,2,2,2
Y1689607,26,1,0,1,1,0,0,0,0,3,1,0,0.95475,10,,4,1.2,6,4.633333333,4,1.2,4,0,15,0.941,1.916666667,0.2,10.86666667,2.8,2,0.1,0.033333333,0,15,32,2,11,4,1,3,2,1,5,9000,1,0,0,0,2,1,3,9500,1,1,1
T285172,27,0,0,1,1,0,0,0,0,3,0,1,109.17425,,,65,24.9,9,23.05,83,19.5,16,3,30,109.717,77.51666667,21.9,1249.033333,355.3833333,83,13.6,12.31666667,3,30,19,2,5,4,2,1,1,1,8,15000,2,2,0,2,2,1,2,4000,1,1,2
B279863,27,0,0,0,0,0,1,1,1,7,1,0,11.3155,,,,,,2.233333333,,,,,,7.106,9.033333333,1.8,87.65,25.66666667,37,13.2,14,1,20,46,2,2,5,1,1,2,1,4,7000,2,0,0,5,2,1,2,7000,2,2,2
K419615,27,0,0,0,0,1,1,1,1,7,1,0,4.65975,,,,,,2.316666667,,,,,,4.259,5.3,0.9,48.8,13.18333333,8,6.6,0,0,60,20,2,5,4,1,3,1,1,6,11000,3,3,0,5,2,1,2,4000,1,2,1
W038436,27,0,0,0,0,1,1,1,1,7,0,1,2.60325,,,,,,0.8,,,,,,2.529,3.9,0.9,31.78333333,7.816666667,8,4.6,0,0,30,67,2,7,5,1,4,1,1,7,13000,2,0,0,1,2,1,2,13000,3,2,1
L1909607,27,0,1,1,1,0,0,0,0,3,0,0,16.91375,,49,15,8,3,24.3,14,9.5,16,0,40,19.231,17.73333333,6.7,178.25,46.78333333,18,14,13.91666667,1,30,34,2,3,5,1,3,1,1,5,9000,2,0,0,3,2,1,2,7000,2,2,1
F083614,27,0,0,1,1,0,0,0,0,3,0,0,32.57725,,,36,6.8,9,18.6,38,9.8,20,2,15,34.879,29.28333333,9.1,330.6166667,93.46666667,38,13,13.96666667,2,15,31,2,3,5,1,3,2,4,6,11000,2,0,0,3,2,1,3,9500,2,1,1
H644936,26,0,1,1,1,0,0,0,0,3,0,0,14.03375,,45,19,2.9,9,3.266666667,27,3.6,4,2,10,11.087,13.58333333,2.4,116.9166667,43.25,40,4,3.816666667,1,20,24,2,7,4,1,3,1,1,4,7000,1,1,0,1,2,1,3,7000,1,2,2
X279523,27,0,1,1,1,0,0,0,0,3,0,0,10.37225,,27,22,3,6,11.63333333,30,2.8,13,0,10,10.043,16.01666667,2,95.3,28.55,33.4,3.1,3.816666667,1,12,49,2,11,4,1,3,2,4,8,15000,2,0,1,2,2,1,2,9500,1,2,2
J97911,27,0,0,0,0,0,0,1,1,7,0,0,25.9075,,,,,,7.233333333,,,,,,20.874,22.15,5.4,235.3833333,66.38333333,72,10.9,38.86666667,3,20,23,2,5,4,1,3,2,1,4,7000,2,0,0,2,2,1,3,2000,1,2,2
P976499,26,0,1,1,1,0,0,0,0,3,1,0,12.1135,,38,23,7.4,3,15.01666667,23,8.5,16,0,15,12.582,26.65,5.9,140.4,38.26666667,20,6.8,0.15,0,15,29,2,5,4,1,1,1,4,3,5000,1,0,0,1,2,1,3,7000,3,1,1
W535076,27,0,0,0,0,1,1,1,1,7,0,0,3.36225,,,,,,10.88333333,,,,,,3.252,7.216666667,0.7,41.03333333,14.1,8,2.8,4.233333333,1,30,56,2,11,5,1,3,1,4,7,13000,1,0,0,2,2,1,2,9500,2,1,2
V027524,27,0,0,1,1,0,0,0,0,3,0,0,46.481,,,47,12.5,4,14.43333333,78,13.9,12,3,20,49.883,45.4,10,445.6166667,147.3166667,65.2,13.9,18.8,2,30,53,3,7,3,1,4,1,1,5,9000,2,0,0,3,1,1,3,4000,1,1,1
H063033,26,1,1,0,1,0,0,0,0,2,0,1,1.4025,14,6,,,,7.25,3,1.2,7,0,7,1.691,4.816666667,0.4,14.73333333,6.533333333,2,0.2,0,0,5,45,3,3,4,1,4,2,3,3,5000,0,0,0,2,1,1,3,4000,1,2,2
I817399,27,0,1,1,1,0,0,0,0,3,1,0,5.83625,,18,8,2,6,6.883333333,13,5,5,0,15,5.717,7.516666667,1.4,70.63333333,17.88333333,11,4.8,0.033333333,0,15,63,2,10,5,1,3,1,1,4,7000,1,0,0,4,2,1,2,7000,2,1,1
N649265,26,0,1,1,1,0,0,0,0,3,1,0,7.555,,22,10,2.2,3,0.85,18,3.1,2,0,15,9.01,10.18333333,1.8,76.01666667,20.6,25,4.6,0,0,8,48,2,10,5,1,3,1,1,9,18000,3,2,0,1,2,1,2,9500,1,1,1
P207899,27,0,1,1,1,0,0,0,0,3,1,0,7.1795,,21,10,2.2,6,16.9,7,5.2,18,0,30,7.111,9.55,1.8,84.08333333,22.45,6,4.6,1.066666667,0,30,31,2,5,4,1,3,1,1,5,9000,2,1,0,2,2,1,2,7000,1,2,2
Q001777,27,0,0,0,0,0,1,1,1,7,0,1,10.59175,,,,,,29.08333333,,,,,,9.828,13.98333333,2,127.6333333,49.55,15,2,0,0,60,31,3,5,4,1,3,1,1,4,7000,2,0,0,1,2,1,3,2000,1,2,2
L586390,27,1,1,0,1,0,0,0,0,1,1,0,1.5145,17,7,,,,7.966666667,2,4.8,9,1,15,1.572,3.116666667,0.7,17.63333333,6.816666667,1,4.8,0.016666667,0,15,27,3,3,5,1,3,2,1,3,5000,2,0,0,2,2,1,3,4000,1,2,2
T538314,27,0,1,0,1,0,0,0,0,4,0,0,6.62875,,25,,,,5.516666667,24,0.8,6,0,7,7.232,17.71666667,2,69.01666667,24.01666667,20,0.7,3.016666667,1,5,30,2,11,4,2,1,2,4,2,3000,0,0,0,1,1,1,2,2000,1,2,1
Q273990,27,0,0,1,1,0,0,0,0,3,0,0,22.25325,,,22,6.1,9,18.15,32,4.4,16,0,15,22.429,26.65,4.9,241.7666667,72.08333333,32.5,4.4,8.883333333,1,9,50,3,1,4,1,1,1,4,5,9000,2,1,0,2,2,1,3,4000,2,1,1
Y312178,27,0,0,0,0,1,1,1,1,7,0,1,4.792,,,,,,11.06666667,,,,,,4.494,5.15,0.9,51.43333333,15.45,6,3.1,0.383333333,0,30,26,3,3,4,1,3,1,1,5,9000,1,2,0,4,1,2,2,2000,1,2,1
Y653703,27,0,0,0,0,1,1,1,1,7,1,0,4.6335,,,,,,12.43333333,,,,,,4.738,7.15,1.2,51.01666667,15.9,7,7,0.033333333,0,60,29,2,3,4,1,3,2,1,3,5000,3,0,0,4,2,1,2,7000,1,2,2
D028008,26,1,1,0,1,0,0,0,0,2,1,0,1.03275,10,5,,,,3.55,4,1,4,0,7,1.593,5.366666667,0.4,8.833333333,2.983333333,4,0.1,0.016666667,0,3,23,2,6,4,1,3,2,3,1,1000,0,0,0,3,1,1,3,2000,1,2,2
X562289,25,0,0,0,0,1,1,1,1,6,0,0,2.83475,,,,,,9.45,,,,,,2.943,7.866666667,0.6,30.31666667,9.7,8.3,3.1,0.2,0,5,55,2,11,4,1,3,1,2,9,18000,0,0,0,3,1,1,3,17500,3,1,1
A903365,27,0,1,1,1,0,0,0,0,3,0,1,13.729,,40,22,6.8,6,25.63333333,21,5.9,24,2,60,17.414,17.15,8.2,145.75,42.48333333,21.1,3.6,21.96666667,2,60,29,2,7,4,1,1,2,2,3,5000,1,0,0,2,2,1,3,7000,1,2,1
O27620,27,0,0,0,0,0,1,1,1,7,0,0,18.9815,,,,,,12.6,,,,,,20.02,16.65,4.8,199.1166667,51,25.5,6,1.433333333,1,20,53,3,6,5,1,3,2,3,9,18000,3,0,0,3,2,1,2,2000,1,2,2
V399741,27,0,0,1,1,0,0,0,0,3,0,1,83.171,,,65,19.7,6,22.33333333,99,31.3,24,2,20,68.379,64.03333333,16.4,678.9166667,220.05,109,34.4,35.6,3,30,49,2,2,4,1,3,2,4,4,7000,1,0,0,1,1,1,3,7000,1,1,1
E170326,26,0,0,1,1,0,0,0,0,3,0,0,17.9695,,,27,3.3,3,8.366666667,36,11.3,9,1,20,15.429,22.95,3.1,181.5833333,63.65,35.9,10.8,8.883333333,2,30,30,3,5,4,1,3,2,1,3,5000,1,0,0,0,2,1,3,4000,1,2,2
X698496,27,0,0,0,0,1,1,1,1,7,0,1,4.97475,,,,,,14.73333333,,,,,,4.978,7.833333333,1.7,51.78333333,11.7,10.9,3.1,0.4,0,30,51,3,11,3,1,3,2,1,5,9000,1,0,0,5,2,2,2,9500,1,2,2
W441490,26,0,1,1,1,0,0,0,0,3,1,0,5.69775,,50,10,3.6,9,55.48333333,6,1.7,24,1,20,6.266,15.68333333,2.9,89.26666667,52.81666667,6,2.2,0,0,30,59,2,2,5,1,3,2,1,4,7000,1,0,0,1,2,1,2,7000,1,2,2
P047187,25,0,0,0,0,1,1,0,1,6,1,0,1.2215,,,,,,9.783333333,,,,,,1.191,1.883333333,0.2,13.46666667,3.316666667,2,2,0.033333333,0,12,54,3,5,6,1,4,2,1,2,3000,0,0,0,2,1,1,3,4000,1,2,2
N456970,27,0,0,1,1,0,0,0,0,3,0,1,53.7335,,,35,26,3,19.5,66,14,14,2,10,55.259,42.01666667,26,601.6166667,189.0166667,55,18.6,5.433333333,2,8,24,2,7,4,1,3,2,1,3,5000,1,0,0,0,2,1,1,4000,1,2,2
Y266843,27,0,0,1,1,0,0,0,0,4,0,0,122.9385,,,71,16.7,9,16.23333333,88,17,18,2,40,122.5,85.98333333,24.5,1424.166667,431.8666667,73.2,14.8,8.983333333,2,30,36,2,5,4,1,1,1,2,6,11000,0,1,0,2,2,1,3,9500,2,1,1
R085502,27,0,0,1,1,0,0,0,0,3,0,0,48.409,,,43,12.1,9,13.61666667,42,7.8,12,3,15,46.662,41.98333333,12.1,516.1666667,170.1166667,53,10.4,18.28333333,2,9,32,3,7,4,1,3,1,1,8,15000,2,0,0,1,2,1,2,7000,1,1,1
Y1474477,27,0,0,1,1,0,0,0,0,3,0,0,30.20025,,,31,6.3,3,6.266666667,42,12.3,7,2,15,30.446,24.91666667,7,347.6666667,102.1833333,35,10.8,4.166666667,2,20,29,3,11,5,1,3,1,1,7,13000,2,1,0,0,2,1,3,9500,1,1,1
R97187,26,1,1,0,1,0,0,0,0,2,1,0,1.145,12,5,,,,9.866666667,2,1.5,11,0,7,1.299,5.666666667,0.3,13.03333333,3.1,2,2,0.366666667,0,4,52,2,3,1,1,1,1,4,6,11000,0,0,0,2,2,1,2,7000,1,2,2
E402259,26,0,0,0,0,1,1,1,1,7,0,1,1.536,,,,,,1.5,,,,,,1.501,3.233333333,0.4,18.03333333,5.2,4,3.7,0.383333333,0,7,18,3,8,4,2,1,2,2,6,11000,1,1,0,4,2,2,3,2000,1,1,1
Y266843,27,0,0,0,0,0,1,1,1,6,0,1,8.33325,,,,,,8.233333333,,,,,,8.724,13.36666667,1.7,77.88333333,20.9,18,1.5,6.016666667,1,9,36,2,5,4,1,1,1,2,6,11000,0,1,0,2,2,1,3,9500,2,1,1
E468722,27,0,1,1,1,0,0,0,0,4,0,0,16.945,,60,37,5.7,6,8,24,10,9,1,15,16.366,28.68333333,3.8,194.6833333,57.4,29.4,8.8,11.43333333,2,10,29,2,11,4,1,3,1,3,7,13000,0,2,0,1,1,1,3,7000,1,1,2
O149480,27,0,0,1,1,0,0,0,0,4,0,0,31.81525,,,32,7.1,3,13.21666667,36,6,14,1,15,35.35,30.45,7.1,291.7833333,108.0166667,36,6,0.033333333,0,12,27,2,11,4,1,3,2,2,6,11000,1,0,0,2,2,1,3,7000,1,2,2
U087112,27,0,1,1,1,0,0,0,0,3,1,0,5.0105,,16,11,2.2,2,10.13333333,10,5.5,9,2,10,5.912,10.53333333,1.8,49.35,16.2,13,6,4,1,3,62,3,3,5,1,4,2,2,4,7000,1,0,0,2,1,2,3,7000,1,2,2
N207471,26,0,1,1,1,0,0,0,0,3,0,1,15.81675,,45,14,4.2,3,6,31,4.9,5,3,10,12.928,13.05,2.8,160.15,45.25,34.4,5.4,18.66666667,2,15,44,2,3,5,1,3,1,4,4,7000,1,1,0,3,2,2,3,7000,1,2,2
E058709,26,1,1,1,1,0,0,0,0,4,1,0,3.397,44,10,6,1.2,2,3.683333333,8,1,4,1,15,3.126,7.333333333,0.8,41.65,9.583333333,7.7,0.5,0.033333333,0,12,47,2,11,5,1,4,2,4,5,9000,1,0,0,5,2,1,3,9500,1,1,1
H516895,27,0,0,0,0,0,1,0,1,6,0,1,10.97125,,,,,,25.15,,,,,,10.365,17.16666667,2.5,130.1166667,38.9,26,4.4,0.566666667,0,20,54,3,7,1,1,3,2,1,5,9000,2,0,0,3,2,1,2,4000,1,2,1
C326504,26,0,0,0,0,0,1,1,1,7,0,0,7.7785,,,,,,15.55,,,,,,7.264,11.21666667,3.4,87.1,24.31666667,10.4,4.4,9.016666667,1,30,33,2,7,5,1,3,2,1,6,11000,2,0,0,4,2,1,2,13000,1,1,1
B97652,27,0,1,1,1,0,0,0,0,3,1,0,9.4555,,30,19,3.9,6,8.633333333,25,6.9,8,1,30,9.049,13,2.2,107.4666667,31.06666667,23,6.6,2.033333333,1,30,24,2,5,4,1,3,2,1,9,18000,3,0,0,0,2,2,2,7000,1,2,2
L625582,25,0,1,1,1,0,0,0,0,2,1,0,8.29,,25,10,2.1,9,6.416666667,19,1.5,5,0,20,8.593,12.05,1.7,89.9,23.76666667,16,2,0.45,0,20,49,2,1,4,1,3,2,1,6,11000,1,0,0,3,2,1,3,7000,1,1,1
U220568,27,1,1,1,1,0,0,0,0,3,0,0,4.4395,46,14,8,1.4,3,24.78333333,6,4.8,20,0,40,4.474,8.05,0.9,48.21666667,14.75,7,4.6,0.016666667,0,30,59,2,1,5,1,3,1,1,4,7000,2,0,0,2,1,1,2,7000,1,2,2
R311056,27,1,1,1,1,0,0,0,0,3,1,0,2.6695,29,7,4,1.8,6,5.766666667,4,3.1,5,1,15,2.458,3.966666667,0.7,28.81666667,6.983333333,6,3,0.6,0,15,28,2,5,5,1,3,1,1,4,7000,2,1,0,2,2,1,3,7000,1,2,2
N090183,27,1,1,1,1,0,0,0,0,2,1,0,2.85725,34,9,6,1.8,3,1.716666667,7,1.9,2,1,15,2.852,5.133333333,1,32.8,8.85,10.1,3.1,0.416666667,0,9,21,3,6,4,1,3,2,4,4,7000,3,0,1,4,1,1,2,2000,1,1,2
R303479,27,0,0,0,0,1,1,1,1,7,1,0,1.71575,,,,,,2.966666667,,,,,,1.527,2.983333333,0,18.98333333,4.616666667,5.2,3.1,0.016666667,0,12,36,2,11,4,1,2,1,2,9,18000,2,1,0,1,2,1,2,22500,2,1,1
D1997073,27,0,0,0,0,0,1,0,1,8,0,0,12.078,,,,,,13.3,,,,,,15.743,16.56666667,3.1,130.6833333,35.08333333,25,1.4,0.033333333,0,4,26,3,11,4,1,3,2,4,6,11000,2,0,0,3,2,1,2,2000,1,2,1
X415784,26,1,1,0,1,0,0,0,0,2,1,0,3.97975,42,13,,,,8.416666667,12,1.2,8,1,10,4.3,9.9,1.5,44.53333333,14.1,12,0.5,6.033333333,1,12,57,3,6,5,1,1,2,4,5,9000,2,0,0,2,2,1,2,2000,1,1,1
O861369,27,0,0,0,0,0,0,1,1,8,0,0,16.91975,,,,,,14.88333333,,,,,,20.088,24.91666667,4.8,180.65,54.68333333,17,14.8,0.416666667,0,8,56,3,5,4,1,3,1,1,3,5000,1,0,0,0,2,1,2,7000,1,1,1
